fip,state,pop,x,y,city
37012,TN,993,-86.037171,36.071147,ALEXANDRIA
39113,MS,1657,-91.028628,32.901276,MAYERSVILLE
95698,CA,317,-121.90654,38.799896,ZAMORA
34615,FL,30847,-82.780807,27.986241,CLEARWATER
05775,VT,604,-73.231327,43.36673,WEST PAWLET
72938,AR,1073,-94.381876,35.022233,HARTFORD
07626,NJ,7633,-73.965206,40.941847,CRESSKILL
14445,NY,8868,-77.490596,43.112808,EAST ROCHESTER
52030,IA,741,-90.60035,42.158496,ANDREW
52253,IA,1581,-91.386137,41.921169,LISBON
08083,NJ,11913,-75.030913,39.839988,SOMERDALE
24873,WV,1895,-81.68449,37.365273,PAYNESVILLE
07306,NJ,53257,-74.066038,40.732125,JERSEY CITY
93434,CA,6064,-120.570329,34.959989,GUADALUPE
25501,WV,1161,-81.983972,38.160884,ALKOL
07208,NJ,26609,-74.22392,40.674659,ELIZABETH
23851,VA,12786,-76.939108,36.678625,FRANKLIN
02170,MA,18330,-71.018644,42.26713,QUINCY
05857,VT,1367,-72.297412,44.944175,NEWPORT CENTER
11951,NY,18812,-72.853701,40.765653,MASTIC BEACH
07112,NJ,30356,-74.213073,40.71071,NEWARK
35045,AL,13990,-86.642472,32.835532,CLANTON
28318,NC,4129,-78.602111,35.099673,AUTRYVILLE
07110,NJ,26441,-74.158934,40.818548,NUTLEY
30438,GA,955,-82.052925,32.096551,MANASSAS
16326,PA,1880,-79.413401,41.371736,FRYBURG
30104,GA,4692,-85.069559,34.066556,ARAGON
68348,NE,356,-96.142128,40.2977,ELK CREEK
08056,NJ,1850,-75.249777,39.785653,MICKLETON
46748,IN,2265,-85.167724,41.239113,HUNTERTOWN
06605,CT,23800,-73.216251,41.166796,BRIDGEPORT
07012,NJ,10107,-74.161172,40.848835,CLIFTON
18925,PA,3789,-75.064946,40.294518,FURLONG
17821,PA,17269,-76.622897,40.979895,DANVILLE
77099,TX,40503,-95.586613,29.670869,HOUSTON
73447,OK,888,-96.877801,34.189902,MANNSVILLE
08007,NJ,5185,-75.056361,39.865062,BARRINGTON
55750,MN,2348,-92.140046,47.514957,HOYT LAKES
07104,NJ,47183,-74.1695,40.766446,NEWARK
50238,IA,1018,-93.178371,40.945557,RUSSELL
29426,SC,1723,-80.368197,32.749318,JERICHO
23875,VA,7713,-77.274706,37.233339,PRINCE GEORGE
40114,KY,67,-86.24009,37.679412,CONSTANTINE
47531,IN,163,-86.836422,38.022436,EVANSTON
02045,MA,10466,-70.875442,42.285346,HULL
15834,PA,5219,-78.25361,41.517689,EMPORIUM
47122,IN,4446,-85.961704,38.302943,GEORGETOWN
07076,NJ,18514,-74.381663,40.642162,SCOTCH PLAINS
07067,NJ,18488,-74.316368,40.593743,COLONIA
07065,NJ,25296,-74.281881,40.608668,RAHWAY
61726,IL,2898,-88.721853,40.744633,CHENOA
50606,IA,1124,-91.666814,42.733827,ARLINGTON
48766,MI,934,-83.849118,44.12929,TWINING
07063,NJ,14285,-74.445325,40.604838,NORTH PLAINFIELD
07062,NJ,12756,-74.406042,40.631992,NORTH PLAINFIELD
06377,CT,2324,-71.819588,41.715629,STERLING
61517,IL,1177,-89.897038,40.840654,BRIMFIELD
11719,NY,7493,-72.892125,40.78428,BROOKHAVEN
40946,KY,360,-83.895768,36.998937,GREEN ROAD
67063,KS,3543,-97.212154,38.344907,HILLSBORO
37711,TN,5876,-83.03149,36.325707,BULLS GAP
07059,NJ,10867,-74.510456,40.631787,WARREN
37887,TN,3976,-84.565188,36.101609,WARTBURG
47006,IN,6963,-85.222053,39.300057,BATESVILLE
37142,TN,1118,-87.491359,36.417568,PALMYRA
11411,NY,20094,-73.737445,40.694741,CAMBRIA HEIGHTS
07712,NJ,35939,-74.029486,40.235571,OCEAN
53550,WI,1177,-89.502608,42.567874,JUDA
67051,KS,503,-97.179504,37.08093,GEUDA SPRINGS
07057,NJ,10816,-74.107937,40.85356,WALLINGTON
06489,CT,28567,-72.872681,41.605221,SOUTHINGTON
71855,AR,1695,-93.771443,33.902775,OZAN
49505,MI,52883,-85.630931,43.012025,GRAND RAPIDS
07054,NJ,27179,-74.411663,40.862106,PARSIPPANY
54531,WI,1057,-89.747836,45.77446,HAZELHURST
07052,NJ,38639,-74.256765,40.785926,WEST ORANGE
01921,MA,6249,-71.011372,42.679719,BOXFORD
08302,NJ,45485,-75.226728,39.445294,SEABROOK
12121,NY,1968,-73.607667,42.841163,MELROSE
05069,VT,730,-72.129558,44.211075,SOUTH RYEGATE
07050,NJ,28789,-74.2355,40.769223,ORANGE
18708,PA,12656,-75.97108,41.299802,SHAVERTOWN
04341,ME,1082,-69.507672,44.258823,COOPERS MILLS
91606,CA,39737,-118.386538,34.187182,NORTH HOLLYWOOD
14127,NY,26554,-78.751834,42.763891,ORCHARD PARK
50110,IA,344,-95.02272,41.82663,GRAY
62952,IL,3383,-89.291494,37.446082,JONESBORO
22033,VA,20873,-77.388451,38.877627,FAIRFAX
07046,NJ,4250,-74.441487,40.890447,MOUNTAIN LAKES
25161,WV,1148,-81.317923,38.099172,POWELLTON
08735,NJ,3985,-74.070424,39.977486,LAVALLETTE
18424,PA,2805,-75.503653,41.2448,GOULDSBORO
07043,NJ,11891,-74.201104,40.843023,MONTCLAIR
15944,PA,3949,-79.096803,40.382266,NEW FLORENCE
07036,NJ,37859,-74.255567,40.635366,LINDEN
13666,NY,351,-74.98456,44.198584,NEWTON FALLS
24801,WV,11143,-81.534412,37.400032,WELCH
07035,NJ,10814,-74.299512,40.920769,LINCOLN PARK
11796,NY,3575,-73.100019,40.731971,WEST SAYVILLE
05055,VT,2969,-72.30162,43.740373,NORWICH
08880,NJ,4330,-74.529078,40.552804,SOUTH BOUND BROO
24315,VA,3261,-81.020064,37.137644,BLAND
62401,IL,15524,-88.561105,39.121727,EFFINGHAM
12451,NY,779,-73.945726,42.304506,LEEDS
38849,MS,4504,-88.701059,34.429882,GUNTOWN
17024,PA,1125,-77.270348,40.362428,ELLIOTTSBURG
93625,CA,5290,-119.671025,36.628153,FOWLER
15541,PA,2065,-78.903298,40.010997,FRIEDENS
10465,NY,37457,-73.819581,40.826065,BRONX
63957,MO,3719,-90.69902,37.15727,PIEDMONT
04970,ME,1391,-70.665844,44.96306,RANGELEY
14543,NY,2481,-77.665381,42.998934,WEST RUSH
18612,PA,13726,-75.958911,41.363762,COLLEGE MISERICO
19560,PA,7503,-75.904582,40.402504,TEMPLE
07018,NJ,32618,-74.219822,40.755799,EAST ORANGE
03032,NH,4085,-71.344892,42.992529,AUBURN
07014,NJ,4288,-74.137682,40.834375,CLIFTON
46747,IN,2012,-85.141953,41.559887,HELMER
89008,NV,1214,-114.509727,37.612817,CALIENTE
02134,MA,23775,-71.132866,42.353519,ALLSTON
07005,NJ,13961,-74.414035,40.911528,BOONTON
28516,NC,10606,-76.622834,34.758037,BEAUFORT
77563,TX,8591,-94.992591,29.339835,HITCHCOCK
15221,PA,39410,-79.870243,40.438352,WILKINSBURG
06249,CT,6043,-72.244035,41.632988,LEBANON
07758,NJ,4698,-74.108259,40.428886,PORT MONMOUTH
62601,IL,501,-90.035304,39.725935,ORLEANS
01860,MA,5196,-71.004658,42.834629,MERRIMAC
12169,NY,1566,-73.374964,42.556224,STEPHENTOWN
61559,IL,3210,-89.772285,40.909277,PRINCEVILLE
10704,NY,31604,-73.859347,40.917633,YONKERS
22069,VA,5103,-77.647485,38.876234,HAYMARKET
04955,ME,1175,-70.013927,44.645803,NEW SHARON
37370,TN,2785,-84.646247,35.344615,RICEVILLE
29001,SC,2319,-80.178782,33.768402,ALCOLU
07001,NJ,14953,-74.278522,40.582568,AVENEL
45715,OH,2715,-81.634588,39.571435,BEVERLY
54205,WI,2066,-87.623122,44.58328,CASCO
06907,CT,8498,-73.520297,41.094206,STAMFORD
10017,NY,12465,-73.970661,40.75172,NEW YORK
06896,CT,7183,-73.3935,41.306915,WEST REDDING
63034,MO,13972,-90.293617,38.833841,FLORISSANT
27023,NC,7165,-80.420638,36.0967,LEWISVILLE
71065,LA,1338,-93.513594,31.808577,PLEASANT HILL
59843,MT,155,-112.941296,46.829968,HELMVILLE
15856,PA,833,-78.657662,41.080571,ROCKTON
16146,PA,17457,-80.499342,41.231552,SHARON
14824,NY,599,-76.697367,42.277445,CAYUTA
68711,NE,196,-99.008036,42.18088,AMELIA
80015,CO,28161,-104.787438,39.62552,AURORA
33013,FL,30108,-80.272533,25.859351,HIALEAH
12517,NY,163,-73.510773,42.136737,COPAKE FALLS
19086,PA,11005,-75.372131,39.887054,WALLINGFORD
15445,PA,3367,-79.705945,39.868868,HOPWOOD
27591,NC,12418,-78.392601,35.797964,WENDELL
37650,TN,11635,-82.41631,36.134193,ERWIN
02382,MA,13208,-70.938127,42.081603,WHITMAN
61440,IL,885,-90.610524,40.3256,INDUSTRY
31625,GA,895,-83.521934,31.007424,BARNEY
62823,IL,1403,-88.404524,38.513774,CISNE
58038,ND,365,-97.020676,47.215769,GRANDIN
35098,AL,2379,-87.038115,34.184079,LOGAN
04956,ME,661,-70.121953,44.796658,NEW VINEYARD
76119,TX,36951,-97.267492,32.691379,FORT WORTH
73521,OK,22957,-99.320483,34.648406,ALTUS
35072,AL,3813,-86.078149,33.074642,GOODWATER
66418,KS,557,-95.960805,39.265453,DELIA
24630,VA,6771,-81.525256,37.152447,TIPTOP
37146,TN,2424,-87.03948,36.378281,PLEASANT VIEW
31321,GA,6571,-81.553341,32.157088,PEMBROKE
43968,OH,8315,-80.662095,40.617099,WELLSVILLE
06786,CT,8912,-73.009214,41.676197,TERRYVILLE
56071,MN,6601,-93.580473,44.540239,NEW PRAGUE
60962,IL,617,-88.180414,40.619333,ROBERTS
58776,ND,104,-102.530721,48.316159,ROSS
22737,VA,2540,-78.028229,38.585168,RIXEYVILLE
12110,NY,20091,-73.762985,42.74616,LATHAM
12854,NY,185,-73.330114,43.506212,NORTH GRANVILLE
06777,CT,1697,-73.349296,41.689373,NEW PRESTON MARB
52732,IA,30723,-90.207784,41.851684,CLINTON
75789,TX,8363,-95.122656,32.104003,TROUP
23876,VA,527,-77.82372,36.953043,RAWLINGS
13679,NY,1735,-75.814975,44.321077,REDWOOD
02178,MA,24733,-71.174647,42.389656,BELMONT
06752,CT,1654,-73.360936,41.528684,BRIDGEWATER
28105,NC,18586,-80.713568,35.121879,STALLINGS
41845,KY,311,-82.958115,37.068587,PREMIUM
19970,DE,1532,-75.096518,38.555528,MILLVILLE
24529,VA,3300,-78.609266,36.61676,BUFFALO JUNCTION
06712,CT,7775,-72.978803,41.502198,PROSPECT
15684,PA,318,-79.506654,40.465347,SLICKVILLE
61752,IL,3379,-88.759813,40.346781,LE ROY
07305,NJ,58655,-74.088998,40.702007,JERSEY CITY
78260,TX,1684,-98.475908,29.702578,SAN ANTONIO
36078,AL,12046,-85.89781,32.550997,TALLASSEE
06611,CT,32213,-73.211063,41.25641,TRUMBULL
56122,MN,808,-95.929616,43.916308,CHANDLER
35647,AL,3108,-87.143396,34.918364,LESTER
14546,NY,5604,-77.774256,43.02462,SCOTTSVILLE
73111,OK,15332,-97.480607,35.504238,OKLAHOMA CITY
33010,FL,40437,-80.280801,25.832536,HIALEAH
43901,OH,1690,-80.881538,40.212581,ADENA
28356,NC,2903,-78.800361,35.227645,LINDEN
21502,MD,44371,-78.777442,39.644796,CRESAPTOWN
11224,NY,52480,-73.988395,40.576729,BROOKLYN
63090,MO,15437,-91.019346,38.545851,WASHINGTON
15475,PA,641,-79.902914,39.961427,REPUBLIC
61068,IL,12890,-89.071035,41.928156,ROCHELLE
06604,CT,28219,-73.201859,41.179574,BRIDGEPORT
78072,TX,575,-98.569322,28.419755,TILDEN
06262,CT,72,-71.939137,42.021747,QUINEBAUG
41001,KY,11858,-84.394329,38.940605,ALEXANDRIA
22071,VA,21490,-77.395155,38.919537,HERNDON
50666,IA,1030,-92.511558,42.850267,PLAINFIELD
14051,NY,12714,-78.705035,43.029168,SWORMVILLE
27024,NC,5065,-80.788862,36.503041,LOWGAP
06516,CT,53642,-72.963842,41.270079,WEST HAVEN
58569,ND,76,-101.258894,46.183772,SHIELDS
01013,MA,23396,-72.607962,42.162046,CHICOPEE
61602,IL,740,-89.601178,40.687987,PEORIA
22205,VA,15285,-77.139488,38.883557,ARLINGTON
62565,IL,7481,-88.804615,39.404873,CLARKSBURG
06511,CT,54142,-72.931771,41.318364,NEW HAVEN
75702,TX,24885,-95.311652,32.361969,TYLER
51436,IA,773,-95.000679,42.175835,BREDA
19801,DE,15151,-75.549658,39.737752,WILMINGTON
47320,IN,4625,-85.257987,40.292049,ALBANY
20878,MD,45367,-77.236434,39.115534,DARNESTOWN
42078,KY,1801,-88.271139,37.255346,SALEM
24963,WV,3117,-80.768605,37.414709,PETERSTOWN
02067,MA,15873,-71.175872,42.109388,SHARON
11234,NY,74953,-73.923915,40.620475,BROOKLYN
67758,KS,1148,-101.743118,38.885661,SHARON SPRINGS
06024,CT,519,-73.278462,42.011686,EAST CANAAN
33388,FL,435,-80.250587,26.117586,FORT LAUDERDALE
42642,KY,9569,-85.042873,37.056683,WEBBS CROSS ROAD
01010,MA,3706,-72.188455,42.116543,BRIMFIELD
72946,AR,4762,-94.109094,35.570027,MOUNTAINBURG
19111,PA,61416,-75.081792,40.059635,PHILADELPHIA
72157,AR,752,-92.54567,35.274879,SPRINGFIELD
01109,MA,32635,-72.554349,42.114455,SPRINGFIELD
01056,MA,18820,-72.471012,42.172823,LUDLOW
12068,NY,2307,-74.402129,42.957078,FONDA
19115,PA,31339,-75.041036,40.090286,PHILADELPHIA
68008,NE,9059,-96.161666,41.545376,BLAIR
76442,TX,7208,-98.608227,31.911637,COMANCHE
06481,CT,1330,-72.699674,41.534094,ROCKFALL
79311,TX,3482,-101.861111,33.849961,ABERNATHY
44125,OH,31020,-81.605385,41.415792,GARFIELD HEIGHTS
24370,VA,6739,-81.740201,36.892699,SALTVILLE
24622,VA,1213,-81.810654,37.222372,JEWELL VALLEY
71422,LA,2198,-92.678292,32.070131,DODSON
68131,NE,14069,-95.963891,41.264658,OMAHA
18054,PA,6020,-75.435148,40.353377,GREEN LANE
07885,NJ,7842,-74.58634,40.913883,WHARTON
05747,VT,309,-72.8245,43.984912,GRANVILLE
04221,ME,1673,-70.321719,44.418894,CANTON
67857,KS,86,-101.596883,37.963657,KENDALL
06479,CT,10024,-72.899031,41.579747,PLANTSVILLE
04108,ME,775,-70.194017,43.658921,PEAKS ISLAND
35014,AL,3062,-86.208934,33.331165,ALPINE
04677,ME,295,-68.178665,44.490696,SORRENTO
61050,IL,357,-89.741545,42.439511,MC CONNELL
03441,NH,285,-72.434899,42.785057,ASHUELOT
02019,MA,14873,-71.476829,42.074573,BELLINGHAM
77088,TX,44595,-95.453877,29.881694,HOUSTON
27106,NC,35209,-80.306866,36.142762,WINSTON SALEM
99628,AK,385,-158.989699,59.009559,MANOKOTAK
91905,CA,1163,-116.319982,32.671934,BOULEVARD
12194,NY,72,-74.463105,42.550615,WEST FULTON
74434,OK,5233,-95.229734,35.794285,FORT GIBSON
57258,SD,415,-97.916781,44.863651,RAYMOND
31711,GA,984,-84.10101,32.129907,ANDERSONVILLE
51052,IA,1210,-96.287912,42.330554,SALIX
71031,LA,1378,-92.961056,31.999988,GOLDONNA
04927,ME,4598,-69.528405,44.643995,CLINTON
38826,MS,4441,-88.816011,34.278663,BELDEN
30203,GA,6457,-83.824128,34.007758,AUBURN
21778,MD,988,-77.329635,39.605696,ROCKY RIDGE
25920,WV,2872,-81.227928,37.679605,SLAB FORK
06457,CT,42846,-72.665225,41.556895,MIDDLETOWN
18954,PA,8006,-75.002936,40.216672,RICHBORO
89704,NV,82,-119.828624,39.089756,CARSON CITY
14818,NY,1714,-76.829219,42.439442,BURDETT
40390,KY,5600,-84.662079,37.862141,HIGH BRIDGE
76657,TX,5853,-97.394318,31.443099,MC GREGOR
48328,MI,24330,-83.354624,42.642944,WATERFORD
06013,CT,7017,-72.944386,41.757296,BURLINGTON
78614,TX,286,-97.553124,29.432098,COST
06441,CT,4248,-72.575143,41.468246,HIGGANUM
06438,CT,2245,-72.504988,41.462718,HADDAM
47354,IN,1768,-85.21085,40.047492,LOSANTVILLE
02346,MA,17867,-70.892965,41.888396,MIDDLEBORO
65733,MO,375,-92.829689,36.546336,PROTEM
22832,VA,1204,-78.776998,38.439588,KEEZLETOWN
11213,NY,62607,-73.93665,40.669961,BROOKLYN
63459,MO,4801,-91.39599,39.591672,NEW LONDON
52401,IA,1924,-91.655382,41.9743,CEDAR RAPIDS
19956,DE,9283,-75.563052,38.553695,LAUREL
41339,KY,6384,-83.396904,37.557378,CANOE
08221,NJ,9353,-74.580744,39.346883,LINWOOD
37891,TN,2265,-83.145844,36.262125,WHITESBURG
15713,PA,162,-79.219791,40.540083,AULTMAN
68626,NE,570,-96.988226,41.183151,BRAINARD
81047,CO,1480,-102.141466,38.0205,HOLLY
40855,KY,125,-82.915629,36.997856,LYNCH
14219,NY,13376,-78.822228,42.790039,BLASDELL
87018,NM,566,-106.949789,36.118386,COUNSELOR
12087,NY,1665,-73.868029,42.428533,HANNACROIX
23828,VA,619,-77.270441,36.578701,BRANCHVILLE
72860,AR,299,-93.401728,34.947522,ROVER
11964,NY,1144,-72.336616,41.064046,SHELTER ISLAND
61471,IL,345,-90.831891,40.687808,RARITAN
32569,FL,9382,-86.712719,30.412186,MARY ESTHER
06416,CT,12286,-72.666317,41.61049,CROMWELL
36611,AL,6660,-88.084973,30.766821,CHICKASAW
83301,ID,34539,-114.469265,42.556495,TWIN FALLS
36027,AL,14189,-85.165605,31.905063,EUFAULA
89110,NV,43396,-115.066892,36.173031,LAS VEGAS
85248,AZ,9399,-111.866899,33.223056,SUN LAKES
46051,IN,3221,-85.84395,40.085429,LAPEL
17922,PA,2444,-76.13439,40.596157,AUBURN
06415,CT,10978,-72.344123,41.566198,COLCHESTER
02916,RI,8550,-71.355938,41.842472,RUMFORD
16314,PA,3010,-80.057269,41.520487,COCHRANTON
86320,AZ,563,-112.502681,35.214998,ASH FORK
37219,TN,268,-86.783676,36.167768,NASHVILLE
04648,ME,585,-67.577692,44.658153,JONESBORO
08201,NJ,26645,-74.503106,39.462368,SMITHVILLE
83523,ID,820,-116.467655,46.245292,CRAIGMONT
77873,TX,787,-95.861053,30.538166,RICHARDS
66062,KS,32845,-94.775168,38.873287,OLATHE
03071,NH,4014,-71.870318,42.751142,NEW IPSWICH
43084,OH,793,-83.546149,40.181644,WOODSTOCK
13355,NY,810,-75.436707,42.823663,HUBBARDSVILLE
28394,NC,3932,-79.256189,35.217133,VASS
44483,OH,30257,-80.816448,41.263878,WARREN
06410,CT,25684,-72.908127,41.505473,CHESHIRE
07646,NJ,15799,-74.019517,40.933115,NEW MILFORD
08322,NJ,10484,-75.04088,39.615557,FRANKLINVILLE
28778,NC,5911,-82.40649,35.604843,WARREN WILSON CO
76135,TX,13135,-97.45191,32.824844,FORT WORTH
60421,IL,2700,-88.08642,41.426018,ELWOOD
58725,ND,298,-101.711943,48.432299,CARPIO
05488,VT,6570,-73.121124,44.916754,SWANTON
03570,NH,12892,-71.189236,44.48107,BERLIN
87114,NM,16352,-106.659138,35.195612,ALAMEDA
15868,PA,195,-78.495165,41.268502,WEEDVILLE
38864,MS,2365,-89.163625,34.178943,SAREPTA
53081,WI,42246,-87.724667,43.740981,SHEBOYGAN
78641,TX,10882,-97.875166,30.552888,LEANDER
28305,NC,6670,-78.904658,35.056022,FAYETTEVILLE
15329,PA,1633,-80.261257,40.0224,PROSPERITY
68364,NE,457,-97.205456,40.830208,GOEHNER
06374,CT,6533,-71.921968,41.67753,PLAINFIELD
06354,CT,7048,-71.884962,41.721031,MOOSUP
06776,CT,22750,-73.412752,41.581745,NEW MILFORD
17074,PA,6378,-77.165866,40.482662,NEWPORT
08210,NJ,13521,-74.826846,39.101434,CAPE MAY COURT H
01571,MA,22001,-71.893228,42.048894,DUDLEY
26816,WV,581,-79.099576,39.101237,ARTHUR
52310,IA,5549,-91.198901,42.232591,MONTICELLO
39532,MS,25296,-88.918846,30.452031,NORTH BAY
14853,NY,20379,-76.488707,42.443087,ITHACA
08051,NJ,8080,-75.178531,39.786983,MANTUA
24445,VA,2506,-79.871662,37.963784,HOT SPRINGS
75215,TX,22120,-96.76226,32.758206,DALLAS
64128,MO,18185,-94.538634,39.065932,KANSAS CITY
85613,AZ,8710,-110.344131,31.558735,FORT HUACHUCA
05672,VT,3433,-72.692282,44.469512,STOWE
36345,AL,4595,-85.332277,31.353406,HEADLAND
01760,MA,30432,-71.35741,42.287476,NATICK
71268,LA,2603,-92.708532,32.356423,QUITMAN
66617,KS,7779,-95.638388,39.127098,TOPEKA
06266,CT,372,-72.168112,41.667724,SOUTH WINDHAM
10128,NY,52311,-73.951112,40.781618,NEW YORK
76950,TX,4135,-100.630667,30.555752,SONORA
19319,PA,198,-75.548738,39.917496,CHEYNEY
12603,NY,40724,-73.885217,41.676775,ARLINGTON
13491,NY,3825,-75.183491,42.882566,WEST WINFIELD
78017,TX,3396,-99.174684,28.678201,DILLEY
59419,MT,130,-112.276177,47.990017,BYNUM
13363,NY,2076,-75.505532,43.314804,LEE CENTER
07039,NJ,26677,-74.3202,40.789633,LIVINGSTON
21660,MD,2754,-75.884825,38.956787,RIDGELY
54009,WI,4019,-92.5623,45.354585,DRESSER
01430,MA,5433,-71.92666,42.649614,ASHBURNHAM
06247,CT,2139,-72.067979,41.761668,HAMPTON
59414,MT,927,-111.276366,47.526197,BLACK EAGLE
46074,IN,6841,-86.149907,40.048868,WESTFIELD
11558,NY,8857,-73.655411,40.604044,ISLAND PARK
02764,MA,3779,-71.148523,41.852874,NORTH DIGHTON
13122,NY,842,-75.863526,42.844135,NEW WOODSTOCK
78538,TX,16225,-97.975473,26.304208,MONTE ALTO
28358,NC,42871,-79.008309,34.629301,LUMBERTON
60195,IL,29236,-88.108709,42.073865,HOFFMAN ESTATES
10456,NY,70157,-73.909893,40.831557,BRONX
02131,MA,32677,-71.129543,42.283615,ROSLINDALE
03054,NH,21632,-71.51278,42.866689,MERRIMACK
06770,CT,30625,-73.049342,41.492039,NAUGATUCK
28774,NC,62,-83.001924,35.066578,SAPPHIRE
31707,GA,36439,-84.211834,31.578908,ALBANY
56583,MN,270,-96.387049,45.990196,TENNEY
12968,NY,1407,-74.170991,44.458163,ONCHIOTA
04673,ME,43,-68.705221,44.3345,SARGENTVILLE
59317,MT,946,-105.424968,45.46057,BELLE CREEK
44822,OH,3870,-82.398984,40.543754,BUTLER
33620,FL,3757,-82.409188,28.069465,TAMPA
34949,FL,8853,-80.261468,27.389594,FORT PIERCE
06112,CT,29714,-72.69641,41.79053,HARTFORD
37079,TN,1615,-87.680368,36.494593,INDIAN MOUND
71316,LA,173,-91.821563,31.301618,ACME
72845,AR,848,-93.361797,35.374897,KNOXVILLE
36553,AL,4211,-88.051102,31.236108,MC INTOSH
74730,OK,2448,-96.410205,33.928872,CALERA
82084,WY,19,-105.446222,41.052785,TIE SIDING
23163,VA,309,-76.318617,37.361945,SHADOW
06103,CT,1202,-72.675966,41.767196,HARTFORD
63623,MO,1206,-90.799075,37.681981,BELLEVIEW
52730,IA,5013,-90.270855,41.788636,CAMANCHE
20777,MD,2596,-76.968643,39.184252,HIGHLAND
98848,WA,7429,-119.845922,47.197574,QUINCY
50315,IA,36434,-93.619226,41.544394,DES MOINES
25010,WV,666,-81.622943,37.844023,BALD KNOB
41093,KY,1366,-83.562532,38.337449,WALLINGFORD
21161,MD,4970,-76.566639,39.66176,WHITE HALL
76524,TX,2544,-97.270926,31.326724,EDDY
27235,NC,1983,-80.010276,36.100272,COLFAX
97064,OR,2931,-123.196662,45.857298,VERNONIA
91107,CA,31390,-118.088905,34.150997,PASADENA
10920,NY,8088,-73.94131,41.148689,CONGERS
78404,TX,17395,-97.401255,27.768329,CORPUS CHRISTI
94501,CA,76110,-122.260516,37.764783,COAST GUARD ISLA
40218,KY,31434,-85.654834,38.191084,BUECHEL
01030,MA,11985,-72.675077,42.07182,FEEDING HILLS
05494,VT,1102,-73.006021,44.618191,WESTFORD
13471,NY,2393,-75.602706,43.336571,TABERG
10924,NY,11019,-74.330162,41.394586,GOSHEN
99554,AK,1186,-164.60228,62.746967,ALAKANUK
24016,VA,9782,-79.953495,37.270407,ROANOKE
94118,CA,38499,-122.461414,37.781174,SAN FRANCISCO
49326,MI,6144,-85.315941,43.223884,GOWEN
27925,NC,3650,-76.234481,35.905664,COLUMBIA
55313,MN,8942,-93.863479,45.181371,BUFFALO
83406,ID,5935,-111.966052,43.473233,IDAHO FALLS
03904,ME,3537,-70.742876,43.092128,KITTERY
06082,CT,45558,-72.565218,41.989016,ENFIELD
06081,CT,1477,-72.767786,41.907715,TARIFFVILLE
27859,NC,344,-77.364288,36.106268,PALMYRA
93554,CA,190,-117.726396,35.352176,RANDSBURG
77365,TX,13541,-95.268613,30.123731,PORTER
56169,MN,781,-95.942564,44.320129,RUSSELL
97524,OR,7468,-122.808802,42.493467,EAGLE POINT
55008,MN,14444,-93.288935,45.557591,CAMBRIDGE
89833,NV,37,-115.231219,40.399514,RUBY VALLEY
06073,CT,3614,-72.554308,41.660682,SOUTH GLASTONBUR
27701,NC,20284,-78.896613,35.996725,DURHAM
05352,VT,773,-73.069068,42.76962,STAMFORD
20017,DC,19548,-76.994038,38.936723,WASHINGTON
21619,MD,4199,-76.284183,38.958296,CHESTER
14859,NY,951,-76.536618,42.114943,LOCKWOOD
92305,CA,238,-116.948482,34.153149,ANGELUS OAKS
48327,MI,17213,-83.407602,42.643751,WATERFORD
07401,NJ,5907,-74.134185,41.032654,ALLENDALE
02128,MA,32941,-71.028682,42.378137,EAST BOSTON
59032,MT,494,-108.827059,47.025894,GRASS RANGE
53930,WI,773,-89.461699,43.696305,ENDEAVOR
06419,CT,4809,-72.571192,41.369622,KILLINGWORTH
61937,IL,1995,-88.641675,39.719192,LOVINGTON
41531,KY,1693,-82.255236,37.602652,HARDY
29645,SC,9987,-82.157035,34.580984,ORA
78617,TX,5635,-97.613443,30.174492,DEL VALLE
47557,IN,1915,-87.364136,38.60015,MONROE CITY
05042,VT,328,-72.072669,44.193453,RYEGATE
60938,IL,2125,-87.993336,40.767987,GILMAN
07927,NJ,3449,-74.456861,40.822335,CEDAR KNOLLS
22963,VA,5689,-78.297983,37.881807,BYBEE
70582,LA,29590,-91.825961,30.208282,SAINT MARTINVILL
28269,NC,6659,-80.820941,35.288635,CHARLOTTE
06027,CT,1833,-72.924213,42.001617,EAST HARTLAND
16662,PA,5016,-78.324367,40.295082,MARTINSBURG
73051,OK,7904,-97.260945,35.037661,LEXINGTON
58713,ND,504,-100.789445,48.511875,BANTRY
41805,KY,1204,-82.913976,37.262613,BRINKLEY
45414,OH,23033,-84.202444,39.828528,DAYTON
14612,NY,35820,-77.665228,43.256576,ROCHESTER
88330,NM,5896,-106.07845,32.862093,HOLLOMAN AIR FOR
04735,ME,652,-67.841469,46.422154,BRIDGEWATER
25181,WV,1095,-81.639258,38.097057,SETH
74868,OK,11673,-96.668307,35.252095,SEMINOLE
61021,IL,22293,-89.489303,41.847797,DIXON
17059,PA,5646,-77.376119,40.572666,MIFFLINTOWN
83655,ID,3165,-116.804818,43.959021,NEW PLYMOUTH
08326,NJ,1915,-74.937688,39.523942,LANDISVILLE
92358,CA,625,-117.518613,34.255755,LYTLE CREEK
49446,MI,2539,-86.344803,43.555578,NEW ERA
20005,DC,9862,-77.031236,38.906731,WASHINGTON
72663,AR,444,-92.345859,35.940339,ONIA
88265,NM,0,-103.270256,32.587405,MONUMENT
03063,NH,14891,-71.513156,42.771686,NASHUA
77386,TX,8379,-95.423943,30.128805,SPRING
54023,WI,2063,-92.559773,44.987356,ROBERTS
